a	s	folder	dir	p	co_wes	note
A05389	N3891123	R18059839LU01	Project_s440e03483_73Samples_181008	P0105389		
A05389	T3895718	R18059840LU01	Project_s440e03483_73Samples_181008	P0105389		
A05390	N3901063	R18059132LU01	Project_s440e03478_39Samples_181003	P0105390		
A05390	T3904121	R18059133LU01	Project_s440e03478_39Samples_181003	P0105390		
A05391	N3914733	R18059125LU01	Project_s440e03478_39Samples_181003	P0105391		
A05391	T3912181	R18059126LU01	Project_s440e03478_39Samples_181003	P0105391		
A05392	N3925433	R18059155LU01	Project_s440e03478_39Samples_181003	P0105392		
A05392	T3925541-TR	R18059841LU01	Project_s440e03480_5Samples_181008	P2305392		
A05392	T3927111	R18059156LU01	Project_s440e03478_39Samples_181003	P0105392		
A05395	N3953753	R18058752LU01	Project_s440e03475_47Samples_180930	P0105395		
A05395	T3951651	R18058753LU01	Project_s440e03475_2Samples_181008	P0105395		
A05396	N3967253	R18059127LU01	Project_s440e03478_39Samples_181003	P0105396		
A05396	N3967253	R18059127LU01	Project_s440e03478_39Samples_181003	P0105396B		
A05396	T3961282	R18059128LU01	Project_s440e03478_39Samples_181003	P0105396		
A05396	T3962992-TR	R18071055LU01	Project_s440e03539_11Samples_20181212	P2305396K		
A05396	T3967881	R18065308LU01	Project_s440e03508_1sample_181112	P0105396B		
A05398	N3981593	R18059148LU01	Project_s440e03478_39Samples_181003	P0105398		
A05398	T3983842	R18059149LU01	Project_s440e03478_39Samples_181003	P0105398		
A05399	N3998923	R18059121LU01	Project_s440e03478_39Samples_181003	P0105399		
A05399	T3991131	R18059122LU01	Project_s440e03478_39Samples_181003	P0105399		
A05400	N4003433	R18059152LU01	Project_s440e03478_39Samples_181003	P0105400		
A05400	N4003433	R18059152LU01	Project_s440e03478_39Samples_181003	P0105400B		
A05400	T4007241	R18062949LU01	Project_s440e03495_45Samples_181029	P0105400B		
A05400	T4007581	R18059153LU01	Project_s440e03478_39Samples_181003	P0105400		
A05401	N4015193	R18059119LU01	Project_s440e03478_39Samples_181003	P0105401		
A05401	T4012211	R18059120LU01	Project_s440e03478_39Samples_181003	P0105401		
A05402	N4027763	R18059835LU01	Project_s440e03483_73Samples_181008	P0105402		
A05402	T4022878	R18059836LU01	Project_s440e03483_73Samples_181008	P0105402		
A05403	N4031053	R18059844LU01	Project_s440e03483_73Samples_181008	P0105403		
A05403	T4034801	R18059845LU01	Project_s440e03483_73Samples_181008	P0105403		
A05405	N4057243	R18059837LU01	Project_s440e03483_73Samples_181008	P0105405		
A05405	T4055798	R18059838LU01	Project_s440e03483_73Samples_181008	P0105405		
A05406	N4066193	R18059139LU01	Project_s440e03478_39Samples_181003	P0105406		
A05406	T4061661	R18059140LU01	Project_s440e03478_39Samples_181003	P0105406		
A05407	N4076563	R18059884LU01	Project_s440e03483_73Samples_181008	P0105407		
A05407	T4077271	R18059885LU01	Project_s440e03483_73Samples_181008	P0105407		
A05408	N4084293	R18059137LU01	Project_s440e03478_39Samples_181003	P0105408		
A05408	T4085731	R18059138LU01	Project_s440e03478_39Samples_181003	P0105408		
A05409	N4094963	R18059141LU01	Project_s440e03478_39Samples_181003	P0105409		
A05409	T4097311	R18059142LU01	Project_s440e03478_39Samples_181003	P0105409		
A05410	N4102003	R18059143LU01	Project_s440e03478_39Samples_181003	P0105410		
A05410	T4102322	R18059144LU01	Project_s440e03478_39Samples_181003	P0105410		
A05412	N4129303	R18059865LU01	Project_s440e03483_73Samples_181008	P0105412K		
A05412	T4129582	R18059866LU01	Project_s440e03483_73Samples_181008	P0105412K		
A05413	N4138253	R18059868LU01	Project_s440e03483_73Samples_181008	P0105413		
A05413	T4136678	R18059869LU01	Project_s440e03482_1Sample_181008	P0105413		
A05414	N4148023	R18062111LU02	Project_s440e03491_38Samples_181022	P0105414		
A05414	T4149491	R18062112LU02	Project_s440e03491_3Samples_181025	P0105414		
A05415	N4152893	R18059882LU01	Project_s440e03483_73Samples_181008	P0105415		
A05415	T4156291	R18059883LU01	Project_s440e03483_73Samples_181008	P0105415		
A05417	N4178083	R18059846LU01	Project_s440e03483_73Samples_181008	P0105417		
A05417	T4179341	R18059847LU01	Project_s440e03483_73Samples_181008	P0105417		
A05418	N4183563	R18059880LU01	Project_s440e03483_73Samples_181008	P0105418		
A05418	T4184122	R18059881LU01	Project_s440e03483_73Samples_181008	P0105418		
A05420	N4209013	R18059850LU01	Project_s440e03483_73Samples_181008	P0105420		
A05420	T4202541	R18059851LU01	Project_s440e03483_73Samples_181008	P0105420		
A05420	T4209251-TR	R18059852LU01	Project_s440e03480_5Samples_181008	P2305420		
A05420	T4209251-TR	R18073138LU01	Project_s440e03553_14Samples_20181224	P2305420K		
A05421	N4213063	R18059842LU01	Project_s440e03483_73Samples_181008	P0105421		
A05421	T4215681	R18059843LU01	Project_s440e03483_73Samples_181008	P0105421		
A05423	N4232413	R18059855LU01	Project_s440e03483_73Samples_181008	P0105423		
A05423	T4237241	R18059856LU01	Project_s440e03483_73Samples_181008	P0105423		
A05426	N4264113	R18059870LU01	Project_s440e03483_73Samples_181008	P0105426		
A05426	T4262022	R18059871LU01	Project_s440e03483_73Samples_181008	P0105426		
A05427	N4274853	R18060043LU01	Project_s440e03486_48Samples_181013	P0105427		
A05427	T4273971	R18060044LU01	Project_s440e03486_48Samples_181013	P0105427		
A05427	T4276321-TR	R18060887LU01	Project_s440e03487_3Samples_181017	P2305427		
A05429	N4299813	R18059878LU01	Project_s440e03483_73Samples_181008	P0105429		
A05429	T4296152	R18059879LU01	Project_s440e03483_73Samples_181008	P0105429		
A05430	N4304633	R18059848LU01	Project_s440e03483_73Samples_181008	P0105430		
A05430	T4306948	R18059849LU01	Project_s440e03483_73Samples_181008	P0105430		
A05431	C4313013	R18059891LU01	Project_s440e03481_3Samples_181008	P2705431		
A05431	N4317243	R18059890LU01	Project_s440e03483_73Samples_181008	P0105431		
A05431	N4317243	R18059890LU01	Project_s440e03483_73Samples_181008	P2705431		
A05431	T4314921	R18059892LU01	Project_s440e03483_73Samples_181008	P0105431		
A05432	C4328953	R18059873LU01	Project_s440e03481_3Samples_181008	P2705432		
A05432	N4325513	R18059872LU01	Project_s440e03483_73Samples_181008	P2705432		
A05433	N4339233	R18059857LU01	Project_s440e03483_73Samples_181008	P0105433		
A05433	T4338572	R18059858LU01	Project_s440e03483_73Samples_181008	P0105433		
A05434	N4341083	R18059888LU01	Project_s440e03483_73Samples_181008	P0105434		
A05434	T4344938	R18059889LU01	Project_s440e03483_73Samples_181008	P0105434		
A05435	N4356113	R18062075LU02	Project_s440e03491_38Samples_181022	P0105435		
A05435	T4356811	R18062076LU02	Project_s440e03491_38Samples_181022	P0105435		
A05436	N4361163	R18059901LU01	Project_s440e03483_73Samples_181008	P0105436		
A05436	T4364202	R18059902LU01	Project_s440e03483_73Samples_181008	P0105436		
A05437	N4374403	R18059874LU01	Project_s440e03483_73Samples_181008	P0105437		
A05437	T4371601	R18059875LU01	Project_s440e03483_73Samples_181008	P0105437		
A05437	T4372571-TR	R18073106LU01	Project_s440e03553_14Samples_20181224	P2305437		
A05438	C4382263	R18059860LU01	Project_s440e03481_1Sample_181011	P2705438		
A05438	N4386293	R18059859LU01	Project_s440e03483_73Samples_181008	P2705438		
A05439	N4396453	R18059876LU01	Project_s440e03483_73Samples_181008	P0105439		
A05439	T4391342	R18059877LU01	Project_s440e03483_73Samples_181008	P0105439		
A05443	N4431683	R18059994LU01	Project_s440e03486_48Samples_181013	P0105443		
A05443	T4434908	R18059995LU01	Project_s440e03486_48Samples_181013	P0105443		
A05444	N4442853	R18059992LU01	Project_s440e03486_48Samples_181013	P0105444		
A05444	T4449978	R18059993LU01	Project_s440e03486_48Samples_181013	P0105444		
A05449	N4497443	R18060900LU01	Project_s440e03489_27Samples_181017	P0105449		
A05449	T4493361	R18060901LU01	Project_s440e03489_27Samples_181017	P0105449		
A05450	N4506013	R18059886LU01	Project_s440e03483_73Samples_181008	P0105450		
A05450	T4509181	R18059887LU01	Project_s440e03483_73Samples_181008	P0105450		
A05454	N4545063	R18059899LU01	Project_s440e03483_73Samples_181008	P0105454		
A05454	T4542181	R18059900LU01	Project_s440e03483_73Samples_181008	P0105454		
A05455	N4557433	R18060894LU01	Project_s440e03489_27Samples_181017	P0105455		
A05455	T4558561	R18060895LU01	Project_s440e03489_27Samples_181017	P0105455		
A05456	N4561633	R18062109LU02	Project_s440e03491_38Samples_181022	P0105456		
A05456	T4565221	R18062110LU02	Project_s440e03491_38Samples_181022	P0105456		
A05457	N4575293	R18060012LU01	Project_s440e03486_48Samples_181013	P0105457		
A05457	T4578952	R18060013LU01	Project_s440e03486_48Samples_181013	P0105457		
A05459	N4594273	R18059895LU01	Project_s440e03483_73Samples_181008	P0105459		
A05459	T4598981	R18059896LU01	Project_s440e03483_73Samples_181008	P0105459		
A05460	N4607993	R18059988LU01	Project_s440e03486_48Samples_181013	P0105460		
A05460	T4607948-TR	R18059990LU01	Project_s440e03485_3Samples_181013	P2305460		
A05460	T4608218	R18059989LU01	Project_s440e03486_48Samples_181013	P0105460		
A05460	N4607993	R18059988LU01	Project_s440e03486_48Samples_181013	P0105460test		
A05460	T4607698D	R19013884LU01	Project_s440e26087_26Samples_20190402	P0105460test		
A05461	N4611843	R18060001LU01	Project_s440e03486_48Samples_181013	P0105461		
A05461	T4612341	R18060002LU01	Project_s440e03486_48Samples_181013	P0105461		
A05462	N4629963	R18059905LU01	Project_s440e03483_73Samples_181008	P0105462		
A05462	T4621841	R18059906LU01	Project_s440e03483_73Samples_181008	P0105462		
A05465	N4653363	R18060014LU01	Project_s440e03486_48Samples_181013	P0105465		
A05465	T4656242	R18060015LU01	Project_s440e03486_48Samples_181013	P0105465		
A05466	N4665673	R18060005LU01	Project_s440e03486_48Samples_181013	P0105466		
A05466	T4667628	R18060006LU01	Project_s440e03486_48Samples_181013	P0105466		
A05467	N4675323	R18062667LU01	Project_s440e03493_39Samples_181024	P0105467		
A05467	T4677828	R18062070LU02	Project_s440e03491_38Samples_181022	P0105467		
A05468	N4682793	R18062628LU01	Project_s440e03493_39Samples_181024	P0105468B		
A05468	T4687731	R18062629LU01	Project_s440e03493_39Samples_181024	P0105468B		
A05469	N4692363	R18059897LU01	Project_s440e03483_73Samples_181008	P0105469		
A05469	T4697951	R18059898LU01	Project_s440e03483_73Samples_181008	P0105469		
A05470	N4704133D	R19004225LU01	Project_s440e26018_41Samples_20190131	P010547001		
A05470	T4704632D	R19004226LU01	Project_s440e26018_41Samples_20190131	P010547001		
A05471	N4713073	R18059903LU01	Project_s440e03483_73Samples_181008	P0105471		
A05471	T4714768	R18059904LU01	Project_s440e03483_73Samples_181008	P0105471		
A05472	N4727853	R18060025LU01	Project_s440e03486_48Samples_181013	P0105472		
A05472	T4722831	R18060026LU01	Project_s440e03486_48Samples_181013	P0105472		
A05473	N4734563	R18060029LU01	Project_s440e03496_1Sample_181026	P0105473B		
A05473	T4732951	R18062957LU01	Project_s440e03495_45Samples_181029	P0105473B		
A05474	N4749543	R18059907LU01	Project_s440e03483_73Samples_181008	P0105474		
A05474	T4744291	R18059908LU01	Project_s440e03483_73Samples_181008	P0105474		
A05476	C4766853	R18060011LU01	Project_s440e03484_2Samples_181015	P2705476		
A05476	N4769543	R18060010LU01	Project_s440e03486_48Samples_181013	P2705476		
A05477	N4779753	R18060007LU01	Project_s440e03486_48Samples_181013	P0105477		
A05477	T4772222-TR	R18062930LU01	Project_s440e03492_6Samples_181029	P2305477		
A05477	T4778932	R18060008LU01	Project_s440e03486_48Samples_181013	P0105477		
A05479	N4793103	R18060023LU01	Project_s440e03486_48Samples_181013	P0105479		
A05479	T4791691	R18060024LU01	Project_s440e03486_48Samples_181013	P0105479		
A05480	N4804233	R18059999LU01	Project_s440e03486_48Samples_181013	P0105480		
A05480	T4804471	R18060000LU01	Project_s440e03486_48Samples_181013	P0105480		
A05482	N4822673	R18060884LU01	Project_s440e03489_27Samples_181017	P0105482		
A05482	T4828828	R18060885LU01	Project_s440e03489_27Samples_181017	P0105482		
A05483	N4831073	R18062084LU02	Project_s440e03491_38Samples_181022	P0105483		
A05483	T4836808	R18062085LU02	Project_s440e03491_3Samples_181025	P0105483		
A05484	C4841993	R18060036LU01	Project_s440e03484_2Samples_181013	P2705484		
A05484	N4845313	R18060035LU01	Project_s440e03486_48Samples_181013	P2705484		
A05485	N4854563	R18060881LU01	Project_s440e03489_27Samples_181017	P0105485		
A05485	T4855418	R18060882LU01	Project_s440e03489_27Samples_181017	P0105485		
A05488	C4886947	R18060018LU01	Project_s440e03484_1Sample_181019	P2705488		
A05488	N4888813	R18060016LU01	Project_s440e03486_48Samples_181013	P0105488		
A05488	N4888813	R18060016LU01	Project_s440e03486_48Samples_181013	P2705488		
A05488	T4886948	R18060017LU01	Project_s440e03486_48Samples_181013	P0105488		
A05489	N4893723	R18060021LU01	Project_s440e03486_48Samples_181013	P0105489		
A05489	T4894831	R18060022LU01	Project_s440e03486_48Samples_181013	P0105489		
A05490	C4904283	R18060038LU01	Project_s440e03484_2Samples_181013	P2705490		
A05490	N4906953	R18060037LU01	Project_s440e03486_48Samples_181013	P2705490		
A05491	N4919163	R18060027LU01	Project_s440e03486_48Samples_181013	P0105491		
A05491	T4916568	R18060028LU01	Project_s440e03486_48Samples_181013	P0105491		
A05492	N4922693	R18060888LU01	Project_s440e03489_27Samples_181017	P0105492		
A05492	T4922542	R18060889LU01	Project_s440e03489_27Samples_181017	P0105492		
A05495	N4954763	R18062091LU02	Project_s440e03491_38Samples_181022	P0105495		
A05495	T4955161	R18062092LU02	Project_s440e03491_38Samples_181022	P0105495		
A05496	N4967663	R18062079LU02	Project_s440e03491_38Samples_181022	P0105496		
A05496	T4961428	R18062080LU02	Project_s440e03491_5Samples_181022	P0105496		
A05497	N4973423	R18060041LU01	Project_s440e03486_48Samples_181013	P0105497		
A05497	T4977641	R18060042LU01	Project_s440e03486_48Samples_181013	P0105497		
A05498	N4987853	R18060033LU01	Project_s440e03486_2Samples_181013	P0105498		
A05498	T4987522	R18060034LU01	Project_s440e03486_2Samples_181013	P0105498		
A05498	T4984802-TR	R18060883LU01	Project_s440e03487_3Samples_181017	P2305498		
A05500	N5001203	R18060904LU01	Project_s440e03489_27Samples_181017	P0105500		
A05500	T5003931	R18060905LU01	Project_s440e03489_27Samples_181017	P0105500		
A05502	N5029673	R18063731LU01	Project_s440e03498_45samples_181031	P0105502B		
A05502	T5021571	R18063732LU01	Project_s440e03498_45samples_181031	P0105502B		
A05503	N5038563	R18062098LU02	Project_s440e03491_38Samples_181022	P0105503		
A05503	T5034228	R18062099LU02	Project_s440e03491_5Samples_181022	P0105503		
A05504	N5042283	R18060898LU01	Project_s440e03489_27Samples_181017	P0105504		
A05504	T5044971	R18060899LU01	Project_s440e03489_27Samples_181017	P0105504		
A05505	N5054843	R18060890LU01	Project_s440e03489_27Samples_181017	P0105505		
A05505	T5056842	R18060891LU01	Project_s440e03489_27Samples_181017	P0105505		
A05506	N5064063	R18060892LU01	Project_s440e03489_27Samples_181017	P0105506		
A05506	T5068732	R18060893LU01	Project_s440e03489_27Samples_181017	P0105506		
A05507	N5074623	R18060039LU01	Project_s440e03486_48Samples_181013	P0105507		
A05507	N5074623	R18060039LU01	Project_s440e03486_48Samples_181013	P0105507B		
A05507	T5075391	R18062104LU02	Project_s440e03491_38Samples_181022	P0105507B		
A05507	T5079791	R18060040LU01	Project_s440e03486_48Samples_181013	P0105507		
A05510	N5104873	R18060045LU01	Project_s440e03486_48Samples_181013	P0105510		
A05510	T5106992	R18060046LU01	Project_s440e03486_48Samples_181013	P0105510		
A05511	N5114913	R18060908LU01	Project_s440e03489_27Samples_181017	P0105511		
A05511	N5114913	R18060908LU01	Project_s440e03489_27Samples_181017	P0105511B		
A05511	T5115061	R18060909LU01	Project_s440e03489_27Samples_181017	P0105511		
A05511	T5116081	R18062948LU01	Project_s440e03495_45Samples_181029	P0105511B		
A05512	N5122463	R18062100LU02	Project_s440e03491_38Samples_181022	P0105512		
A05512	T5121391	R18062101LU02	Project_s440e03491_5Samples_181022	P0105512		
A05516	N5162513	R18060906LU01	Project_s440e03489_27Samples_181017	P0105516		
A05516	T5167528	R18060907LU01	Project_s440e03488_1Sample_181017	P0105516		
A05517	N5175413	R18064953LU01	Project_s440e03506_54Samples_181107	P0105517		
A05517	T5177562	R18064954LU01	Project_s440e03506_54Samples_181107	P0105517		
A05518	N5181003	R18060902LU01	Project_s440e03489_27Samples_181017	P0105518		
A05518	T5182202	R18060903LU01	Project_s440e03489_27Samples_181017	P0105518		
A05519	N5197703	R18060910LU01	Project_s440e03489_27Samples_181017	P0105519		
A05519	T5196761	R18060911LU01	Project_s440e03489_27Samples_181017	P0105519		
A05520	C5204443	R18063182LU01	Project_s440e03497_3Samples_181028	P2705520		
A05520	C5207083B	R18064956LU01	Project_s440e03504_3Samples_181107	P2705520B		
A05520	N5205983	R18062071LU02	Project_s440e03491_38Samples_181022	P2705520		
A05520	N5205983	R18062071LU02	Project_s440e03491_38Samples_181022	P2705520B		
A05522	N5226853	R18062102LU02	Project_s440e03491_38Samples_181022	P0105522		
A05522	T5224691	R18062103LU02	Project_s440e03491_38Samples_181022	P0105522		
A05523	N5236383	R18062121LU02	Project_s440e03491_38Samples_181022	P0105523		
A05523	T5231051	R18062122LU02	Project_s440e03491_38Samples_181022	P0105523		
A05525	N5252843	R18062659LU01	Project_s440e03493_39Samples_181024	P0105525		
A05525	T5255321	R18062660LU01	Project_s440e03493_39Samples_181024	P0105525		
A05527	N5274283	R18062641LU01	Project_s440e03493_39Samples_181024	P0105527		
A05527	T5278948	R18062642LU01	Project_s440e03493_39Samples_181024	P0105527		
A05530	N5303543	R18062073LU02	Project_s440e03491_38Samples_181022	P0105530		
A05530	T5309632	R18062074LU03	Project_s440e03491_1Sample_181024	P0105530		
A05531	N5317993	R18062119LU02	Project_s440e03491_3Samples_181025	P0105531		
A05531	T5314531	R18062120LU02	Project_s440e03491_5Samples_181022	P0105531		
A05533	N5337253	R18062077LU02	Project_s440e03491_38Samples_181022	P0105533		
A05533	T5335942	R18062078LU02	Project_s440e03491_38Samples_181022	P0105533		
A05534	N5347343	R18062093LU02	Project_s440e03491_38Samples_181022	P0105534		
A05534	T5343461	R18062094LU02	Project_s440e03491_38Samples_181022	P0105534		
A05535	N5358233	R18062926LU01	Project_s440e03495_45Samples_181029	P0105535		
A05535	T5351578	R18062927LU01	Project_s440e03495_45Samples_181029	P0105535		
A05537	N5377693	R18072586LU01	Project_s440e03551_50Samples_20181222	P0105537		
A05537	T5373381	R18072587LU01	Project_s440e03551_50Samples_20181222	P0105537		
A05538	N5381653	R18062082LU02	Project_s440e03491_38Samples_181022	P0105538		
A05538	T5383861	R18062083LU02	Project_s440e03491_38Samples_181022	P0105538		
A05540	N5405473	R18062095LU02	Project_s440e03491_38Samples_181022	P0105540		
A05540	T5407361	R18062096LU02	Project_s440e03491_38Samples_181022	P0105540		
A05541	C5411363	R18063184LU01	Project_s440e03497_3Samples_181028	P2705541		
A05541	N5411803	R18062113LU02	Project_s440e03491_38Samples_181022	P2705541		
A05542	N5425273	R18062115LU02	Project_s440e03491_38Samples_181022	P0105542		
A05542	T5422562	R18062116LU02	Project_s440e03491_38Samples_181022	P0105542		
A05543	N5431573	R18062639LU01	Project_s440e03493_39Samples_181024	P0105543		
A05543	T5436158	R18062640LU01	Project_s440e03493_39Samples_181024	P0105543		
A05544	N5441043	R18062632LU01	Project_s440e03493_39Samples_181024	P0105544		
A05544	T5447001	R18062633LU01	Project_s440e03493_39Samples_181024	P0105544		
A05546	N5466663	R18062105LU02	Project_s440e03491_38Samples_181022	P0105546		
A05546	T5466721	R18062106LU02	Project_s440e03491_38Samples_181022	P0105546		
A05548	N5484313	R18062086LU02	Project_s440e03491_38Samples_181022	P0105548		
